asset_id;asset_name;voltage_level;criticality;measurement_uuid;measured_at;overall_severity;humidity;temperature;method;unit;value;reading_severity;threshold_watch;threshold_warning;threshold_critical;reading_point_name;phase;position;lab_fault_type;lab_status;h2_ppm
F5O-TR55;F5O-TR55;;Medium;7de1d89a-bc7f-c46e-64d6-781f6b82f0ff;2023-05-23;Watch;46.68;36.92;UHF;mV;46.658;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Stray Gassing;3;424
F5O-TR55;F5O-TR55;;Medium;7de1d89a-bc7f-c46e-64d6-781f6b82f0ff;2023-05-23;Watch;46.68;36.92;UHF;mV;43.397;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Stray Gassing;3;424
F5O-TR55;F5O-TR55;;Medium;7de1d89a-bc7f-c46e-64d6-781f6b82f0ff;2023-05-23;Watch;46.68;36.92;UHF;mV;38.006;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Stray Gassing;3;424
F5O-TR55;F5O-TR55;;Medium;dae392db-58b5-bba8-bdd8-ee75c683a8ee;2024-06-05;Watch;43.16;36.85;UHF;mV;84.501;Watch;50.0;200.0;500.0;UHF R-Top;R;Top;Stray Gassing;2;420
F5O-TR55;F5O-TR55;;Medium;dae392db-58b5-bba8-bdd8-ee75c683a8ee;2024-06-05;Watch;43.16;36.85;UHF;mV;98.858;Watch;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Stray Gassing;2;420
F5O-TR55;F5O-TR55;;Medium;dae392db-58b5-bba8-bdd8-ee75c683a8ee;2024-06-05;Watch;43.16;36.85;UHF;mV;58.577;Watch;50.0;200.0;500.0;UHF S-Top;S;Top;Stray Gassing;2;420
F5O-TR55;F5O-TR55;;Medium;dae392db-58b5-bba8-bdd8-ee75c683a8ee;2024-06-05;Watch;43.16;36.85;UHF;mV;51.551;Watch;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Stray Gassing;2;420
F5O-TR55;F5O-TR55;;Medium;dae392db-58b5-bba8-bdd8-ee75c683a8ee;2024-06-05;Watch;43.16;36.85;UHF;mV;48.161;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Stray Gassing;2;420
F5O-TR55;F5O-TR55;;Medium;dae392db-58b5-bba8-bdd8-ee75c683a8ee;2024-06-05;Watch;43.16;36.85;UHF;mV;46.841;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Stray Gassing;2;420
F5O-TR512A;F5O-TR512A;;Medium;4f18aedd-fb77-4923-e860-039804c5b876;2016-11-18;Normal;65.42;33.28;UHF;mV;26.253;Normal;50.0;200.0;500.0;UHF R-Top;R;Top;Normal;1;8
F5O-TR512A;F5O-TR512A;;Medium;4f18aedd-fb77-4923-e860-039804c5b876;2016-11-18;Normal;65.42;33.28;UHF;mV;26.053;Normal;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Normal;1;8
F5O-TR512A;F5O-TR512A;;Medium;4f18aedd-fb77-4923-e860-039804c5b876;2016-11-18;Normal;65.42;33.28;UHF;mV;18.438;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Normal;1;8
F5O-TR512A;F5O-TR512A;;Medium;4f18aedd-fb77-4923-e860-039804c5b876;2016-11-18;Normal;65.42;33.28;UHF;mV;18.225;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Normal;1;8
F5O-TR512A;F5O-TR512A;;Medium;4f18aedd-fb77-4923-e860-039804c5b876;2016-11-18;Normal;65.42;33.28;UHF;mV;11.364;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Normal;1;8
F5O-TR512A;F5O-TR512A;;Medium;4f18aedd-fb77-4923-e860-039804c5b876;2016-11-18;Normal;65.42;33.28;UHF;mV;13.639;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Normal;1;8
F5O-TR512A;F5O-TR512A;;Medium;236de06c-9c30-e53d-7002-3c087ebfe376;2020-09-17;Normal;67.79;28.18;UHF;mV;29.843;Normal;50.0;200.0;500.0;UHF R-Top;R;Top;Normal;1;30
F5O-TR512A;F5O-TR512A;;Medium;236de06c-9c30-e53d-7002-3c087ebfe376;2020-09-17;Normal;67.79;28.18;UHF;mV;28.984;Normal;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Normal;1;30
F5O-TR512A;F5O-TR512A;;Medium;236de06c-9c30-e53d-7002-3c087ebfe376;2020-09-17;Normal;67.79;28.18;UHF;mV;15.471;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Normal;1;30
F5O-TR512A;F5O-TR512A;;Medium;236de06c-9c30-e53d-7002-3c087ebfe376;2020-09-17;Normal;67.79;28.18;UHF;mV;16.175;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Normal;1;30
F5O-TR512A;F5O-TR512A;;Medium;236de06c-9c30-e53d-7002-3c087ebfe376;2020-09-17;Normal;67.79;28.18;UHF;mV;12.507;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Normal;1;30
F5O-TR512A;F5O-TR512A;;Medium;236de06c-9c30-e53d-7002-3c087ebfe376;2020-09-17;Normal;67.79;28.18;UHF;mV;14.266;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Normal;1;30
F5O-TR512A;F5O-TR512A;;Medium;f3cf7a5c-3f7e-77e1-317d-531488a89048;2023-05-23;Watch;54.63;28.32;UHF;mV;59.978;Watch;50.0;200.0;500.0;UHF R-Top;R;Top;Stray Gassing;3;0
F5O-TR512A;F5O-TR512A;;Medium;f3cf7a5c-3f7e-77e1-317d-531488a89048;2023-05-23;Watch;54.63;28.32;UHF;mV;59.496;Watch;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Stray Gassing;3;0
F5O-TR512A;F5O-TR512A;;Medium;f3cf7a5c-3f7e-77e1-317d-531488a89048;2023-05-23;Watch;54.63;28.32;UHF;mV;61.006;Watch;50.0;200.0;500.0;UHF S-Top;S;Top;Stray Gassing;3;0
F5O-TR512A;F5O-TR512A;;Medium;f3cf7a5c-3f7e-77e1-317d-531488a89048;2023-05-23;Watch;54.63;28.32;UHF;mV;52.282;Watch;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Stray Gassing;3;0
F5O-TR512A;F5O-TR512A;;Medium;f3cf7a5c-3f7e-77e1-317d-531488a89048;2023-05-23;Watch;54.63;28.32;UHF;mV;50.358;Watch;50.0;200.0;500.0;UHF T-Top;T;Top;Stray Gassing;3;0
F5O-TR512A;F5O-TR512A;;Medium;f3cf7a5c-3f7e-77e1-317d-531488a89048;2023-05-23;Watch;54.63;28.32;UHF;mV;58.602;Watch;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Stray Gassing;3;0
F5O-TR512A;F5O-TR512A;;Medium;be68de16-249f-4c78-e104-3dbccacf0069;2024-06-05;Normal;53.68;28.92;UHF;mV;44.011;Normal;50.0;200.0;500.0;UHF R-Top;R;Top;Stray Gassing;2;8
F5O-TR512A;F5O-TR512A;;Medium;be68de16-249f-4c78-e104-3dbccacf0069;2024-06-05;Normal;53.68;28.92;UHF;mV;42.085;Normal;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Stray Gassing;2;8
F5O-TR512A;F5O-TR512A;;Medium;be68de16-249f-4c78-e104-3dbccacf0069;2024-06-05;Normal;53.68;28.92;UHF;mV;31.361;Normal;50.0;200.0;500.0;UHF S-Top;S;Top;Stray Gassing;2;8
F5O-TR512A;F5O-TR512A;;Medium;be68de16-249f-4c78-e104-3dbccacf0069;2024-06-05;Normal;53.68;28.92;UHF;mV;33.864;Normal;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Stray Gassing;2;8
F5O-TR512A;F5O-TR512A;;Medium;be68de16-249f-4c78-e104-3dbccacf0069;2024-06-05;Normal;53.68;28.92;UHF;mV;28.147;Normal;50.0;200.0;500.0;UHF T-Top;T;Top;Stray Gassing;2;8
F5O-TR512A;F5O-TR512A;;Medium;be68de16-249f-4c78-e104-3dbccacf0069;2024-06-05;Normal;53.68;28.92;UHF;mV;24.085;Normal;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Stray Gassing;2;8
TR-40;TR-40;;Urgent;e08c9649-4be5-e806-7200-98a4543380ae;2023-03-27;Critical;40.99;31.34;UHF;mV;527.569;Critical;50.0;200.0;500.0;UHF R-Top;R;Top;Partial Discharge;3;2559
TR-40;TR-40;;Urgent;e08c9649-4be5-e806-7200-98a4543380ae;2023-03-27;Critical;40.99;31.34;UHF;mV;551.736;Critical;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Partial Discharge;3;2559
TR-40;TR-40;;Urgent;e08c9649-4be5-e806-7200-98a4543380ae;2023-03-27;Critical;40.99;31.34;UHF;mV;602.714;Critical;50.0;200.0;500.0;UHF S-Top;S;Top;Partial Discharge;3;2559
TR-40;TR-40;;Urgent;e08c9649-4be5-e806-7200-98a4543380ae;2023-03-27;Critical;40.99;31.34;UHF;mV;617.858;Critical;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Partial Discharge;3;2559
TR-40;TR-40;;Urgent;e08c9649-4be5-e806-7200-98a4543380ae;2023-03-27;Critical;40.99;31.34;UHF;mV;1033.6;Critical;50.0;200.0;500.0;UHF T-Top;T;Top;Partial Discharge;3;2559
TR-40;TR-40;;Urgent;e08c9649-4be5-e806-7200-98a4543380ae;2023-03-27;Critical;40.99;31.34;UHF;mV;983.841;Critical;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Partial Discharge;3;2559
TR-40;TR-40;;Urgent;8646157a-3c96-3a12-cb5e-60457771c2ba;2023-07-25;Critical;73.61;31.07;UHF;mV;772.447;Critical;50.0;200.0;500.0;UHF R-Top;R;Top;Partial Discharge;3;2593
TR-40;TR-40;;Urgent;8646157a-3c96-3a12-cb5e-60457771c2ba;2023-07-25;Critical;73.61;31.07;UHF;mV;745.563;Critical;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Partial Discharge;3;2593
TR-40;TR-40;;Urgent;8646157a-3c96-3a12-cb5e-60457771c2ba;2023-07-25;Critical;73.61;31.07;UHF;mV;753.468;Critical;50.0;200.0;500.0;UHF S-Top;S;Top;Partial Discharge;3;2593
TR-40;TR-40;;Urgent;8646157a-3c96-3a12-cb5e-60457771c2ba;2023-07-25;Critical;73.61;31.07;UHF;mV;697.1;Critical;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Partial Discharge;3;2593
TR-40;TR-40;;Urgent;8646157a-3c96-3a12-cb5e-60457771c2ba;2023-07-25;Critical;73.61;31.07;UHF;mV;879.139;Critical;50.0;200.0;500.0;UHF T-Top;T;Top;Partial Discharge;3;2593
TR-40;TR-40;;Urgent;8646157a-3c96-3a12-cb5e-60457771c2ba;2023-07-25;Critical;73.61;31.07;UHF;mV;797.612;Critical;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Partial Discharge;3;2593
TR-40;TR-40;;Urgent;0e8aa281-b2de-51a0-4fb4-bfd682bbfbad;2023-11-23;Critical;54.37;37.33;UHF;mV;476.273;Warning;50.0;200.0;500.0;UHF R-Top;R;Top;Partial Discharge;3;2541
TR-40;TR-40;;Urgent;0e8aa281-b2de-51a0-4fb4-bfd682bbfbad;2023-11-23;Critical;54.37;37.33;UHF;mV;548.843;Critical;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Partial Discharge;3;2541
TR-40;TR-40;;Urgent;0e8aa281-b2de-51a0-4fb4-bfd682bbfbad;2023-11-23;Critical;54.37;37.33;UHF;mV;509.965;Critical;50.0;200.0;500.0;UHF S-Top;S;Top;Partial Discharge;3;2541
TR-40;TR-40;;Urgent;0e8aa281-b2de-51a0-4fb4-bfd682bbfbad;2023-11-23;Critical;54.37;37.33;UHF;mV;550.0;Critical;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Partial Discharge;3;2541
TR-40;TR-40;;Urgent;0e8aa281-b2de-51a0-4fb4-bfd682bbfbad;2023-11-23;Critical;54.37;37.33;UHF;mV;799.25;Critical;50.0;200.0;500.0;UHF T-Top;T;Top;Partial Discharge;3;2541
TR-40;TR-40;;Urgent;0e8aa281-b2de-51a0-4fb4-bfd682bbfbad;2023-11-23;Critical;54.37;37.33;UHF;mV;859.527;Critical;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Partial Discharge;3;2541
TR-44;TR-44;;Urgent;26b3de14-f61b-d933-180f-16eff79991c6;2023-03-27;Warning;55.78;36.75;UHF;mV;208.515;Warning;50.0;200.0;500.0;UHF R-Top;R;Top;Partial Discharge;3;619
TR-44;TR-44;;Urgent;26b3de14-f61b-d933-180f-16eff79991c6;2023-03-27;Warning;55.78;36.75;UHF;mV;228.821;Warning;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Partial Discharge;3;619
TR-44;TR-44;;Urgent;26b3de14-f61b-d933-180f-16eff79991c6;2023-03-27;Warning;55.78;36.75;UHF;mV;120.986;Watch;50.0;200.0;500.0;UHF S-Top;S;Top;Partial Discharge;3;619
TR-44;TR-44;;Urgent;26b3de14-f61b-d933-180f-16eff79991c6;2023-03-27;Warning;55.78;36.75;UHF;mV;131.159;Watch;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Partial Discharge;3;619
TR-44;TR-44;;Urgent;26b3de14-f61b-d933-180f-16eff79991c6;2023-03-27;Warning;55.78;36.75;UHF;mV;132.387;Watch;50.0;200.0;500.0;UHF T-Top;T;Top;Partial Discharge;3;619
TR-44;TR-44;;Urgent;26b3de14-f61b-d933-180f-16eff79991c6;2023-03-27;Warning;55.78;36.75;UHF;mV;120.274;Watch;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Partial Discharge;3;619
TR-44;TR-44;;Urgent;6f465391-8516-d0e4-c37d-8388a828318e;2023-07-25;Critical;41.47;30.11;UHF;mV;1974.83;Critical;50.0;200.0;500.0;UHF R-Top;R;Top;Partial Discharge;3;21126
TR-44;TR-44;;Urgent;6f465391-8516-d0e4-c37d-8388a828318e;2023-07-25;Critical;41.47;30.11;UHF;mV;2160.982;Critical;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Partial Discharge;3;21126
TR-44;TR-44;;Urgent;6f465391-8516-d0e4-c37d-8388a828318e;2023-07-25;Critical;41.47;30.11;UHF;mV;1190.694;Critical;50.0;200.0;500.0;UHF S-Top;S;Top;Partial Discharge;3;21126
TR-44;TR-44;;Urgent;6f465391-8516-d0e4-c37d-8388a828318e;2023-07-25;Critical;41.47;30.11;UHF;mV;1227.684;Critical;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Partial Discharge;3;21126
TR-44;TR-44;;Urgent;6f465391-8516-d0e4-c37d-8388a828318e;2023-07-25;Critical;41.47;30.11;UHF;mV;1609.158;Critical;50.0;200.0;500.0;UHF T-Top;T;Top;Partial Discharge;3;21126
TR-44;TR-44;;Urgent;6f465391-8516-d0e4-c37d-8388a828318e;2023-07-25;Critical;41.47;30.11;UHF;mV;1657.804;Critical;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Partial Discharge;3;21126
TR-44;TR-44;;Urgent;3ec6d9ab-77ff-3ec4-0b92-c5762f9c4db2;2023-11-23;Critical;51.63;31.31;UHF;mV;1619.311;Critical;50.0;200.0;500.0;UHF R-Top;R;Top;Partial Discharge;3;8385
TR-44;TR-44;;Urgent;3ec6d9ab-77ff-3ec4-0b92-c5762f9c4db2;2023-11-23;Critical;51.63;31.31;UHF;mV;1628.175;Critical;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Partial Discharge;3;8385
TR-44;TR-44;;Urgent;3ec6d9ab-77ff-3ec4-0b92-c5762f9c4db2;2023-11-23;Critical;51.63;31.31;UHF;mV;878.63;Critical;50.0;200.0;500.0;UHF S-Top;S;Top;Partial Discharge;3;8385
TR-44;TR-44;;Urgent;3ec6d9ab-77ff-3ec4-0b92-c5762f9c4db2;2023-11-23;Critical;51.63;31.31;UHF;mV;899.817;Critical;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Partial Discharge;3;8385
TR-44;TR-44;;Urgent;3ec6d9ab-77ff-3ec4-0b92-c5762f9c4db2;2023-11-23;Critical;51.63;31.31;UHF;mV;1117.332;Critical;50.0;200.0;500.0;UHF T-Top;T;Top;Partial Discharge;3;8385
TR-44;TR-44;;Urgent;3ec6d9ab-77ff-3ec4-0b92-c5762f9c4db2;2023-11-23;Critical;51.63;31.31;UHF;mV;1061.108;Critical;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Partial Discharge;3;8385
TR-221;TR-221;;Urgent;39662d62-4e84-2685-0494-4e2f75d0cbda;2023-05-23;Critical;56.25;32.33;UHF;mV;2473.114;Critical;50.0;200.0;500.0;UHF R-Top;R;Top;Partial Discharge;3;47966
TR-221;TR-221;;Urgent;39662d62-4e84-2685-0494-4e2f75d0cbda;2023-05-23;Critical;56.25;32.33;UHF;mV;2698.915;Critical;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Partial Discharge;3;47966
TR-221;TR-221;;Urgent;39662d62-4e84-2685-0494-4e2f75d0cbda;2023-05-23;Critical;56.25;32.33;UHF;mV;1824.338;Critical;50.0;200.0;500.0;UHF S-Top;S;Top;Partial Discharge;3;47966
TR-221;TR-221;;Urgent;39662d62-4e84-2685-0494-4e2f75d0cbda;2023-05-23;Critical;56.25;32.33;UHF;mV;1573.479;Critical;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Partial Discharge;3;47966
TR-221;TR-221;;Urgent;39662d62-4e84-2685-0494-4e2f75d0cbda;2023-05-23;Critical;56.25;32.33;UHF;mV;1260.181;Critical;50.0;200.0;500.0;UHF T-Top;T;Top;Partial Discharge;3;47966
TR-221;TR-221;;Urgent;39662d62-4e84-2685-0494-4e2f75d0cbda;2023-05-23;Critical;56.25;32.33;UHF;mV;1234.999;Critical;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Partial Discharge;3;47966
TR-221;TR-221;;Urgent;b79e56ee-a237-8d7e-5abb-b3ddefbb55ea;2024-06-05;Critical;45.44;33.04;UHF;mV;2590.512;Critical;50.0;200.0;500.0;UHF R-Top;R;Top;Partial Discharge;3;50438
TR-221;TR-221;;Urgent;b79e56ee-a237-8d7e-5abb-b3ddefbb55ea;2024-06-05;Critical;45.44;33.04;UHF;mV;2226.074;Critical;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Partial Discharge;3;50438
TR-221;TR-221;;Urgent;b79e56ee-a237-8d7e-5abb-b3ddefbb55ea;2024-06-05;Critical;45.44;33.04;UHF;mV;1723.469;Critical;50.0;200.0;500.0;UHF S-Top;S;Top;Partial Discharge;3;50438
TR-221;TR-221;;Urgent;b79e56ee-a237-8d7e-5abb-b3ddefbb55ea;2024-06-05;Critical;45.44;33.04;UHF;mV;1764.72;Critical;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Partial Discharge;3;50438
TR-221;TR-221;;Urgent;b79e56ee-a237-8d7e-5abb-b3ddefbb55ea;2024-06-05;Critical;45.44;33.04;UHF;mV;1459.348;Critical;50.0;200.0;500.0;UHF T-Top;T;Top;Partial Discharge;3;50438
TR-221;TR-221;;Urgent;b79e56ee-a237-8d7e-5abb-b3ddefbb55ea;2024-06-05;Critical;45.44;33.04;UHF;mV;1469.582;Critical;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Partial Discharge;3;50438
TR-Melati-216;TR-Melati-216;;Urgent;faa92de9-d383-9822-45ba-d6133b7e2a75;2023-05-23;Warning;42.75;32.09;UHF;mV;193.785;Watch;50.0;200.0;500.0;UHF R-Top;R;Top;Partial Discharge;3;707
TR-Melati-216;TR-Melati-216;;Urgent;faa92de9-d383-9822-45ba-d6133b7e2a75;2023-05-23;Warning;42.75;32.09;UHF;mV;186.977;Watch;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Partial Discharge;3;707
TR-Melati-216;TR-Melati-216;;Urgent;faa92de9-d383-9822-45ba-d6133b7e2a75;2023-05-23;Warning;42.75;32.09;UHF;mV;195.804;Watch;50.0;200.0;500.0;UHF S-Top;S;Top;Partial Discharge;3;707
TR-Melati-216;TR-Melati-216;;Urgent;faa92de9-d383-9822-45ba-d6133b7e2a75;2023-05-23;Warning;42.75;32.09;UHF;mV;184.703;Watch;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Partial Discharge;3;707
TR-Melati-216;TR-Melati-216;;Urgent;faa92de9-d383-9822-45ba-d6133b7e2a75;2023-05-23;Warning;42.75;32.09;UHF;mV;309.596;Warning;50.0;200.0;500.0;UHF T-Top;T;Top;Partial Discharge;3;707
TR-Melati-216;TR-Melati-216;;Urgent;faa92de9-d383-9822-45ba-d6133b7e2a75;2023-05-23;Warning;42.75;32.09;UHF;mV;277.602;Warning;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Partial Discharge;3;707
TR-Melati-216;TR-Melati-216;;Urgent;be3c05f5-91e2-a929-2cb4-def0788d7995;2024-06-05;Warning;61.8;36.3;UHF;mV;320.496;Warning;50.0;200.0;500.0;UHF R-Top;R;Top;Partial Discharge;3;1025
TR-Melati-216;TR-Melati-216;;Urgent;be3c05f5-91e2-a929-2cb4-def0788d7995;2024-06-05;Warning;61.8;36.3;UHF;mV;336.697;Warning;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Partial Discharge;3;1025
TR-Melati-216;TR-Melati-216;;Urgent;be3c05f5-91e2-a929-2cb4-def0788d7995;2024-06-05;Warning;61.8;36.3;UHF;mV;256.674;Warning;50.0;200.0;500.0;UHF S-Top;S;Top;Partial Discharge;3;1025
TR-Melati-216;TR-Melati-216;;Urgent;be3c05f5-91e2-a929-2cb4-def0788d7995;2024-06-05;Warning;61.8;36.3;UHF;mV;266.283;Warning;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Partial Discharge;3;1025
TR-Melati-216;TR-Melati-216;;Urgent;be3c05f5-91e2-a929-2cb4-def0788d7995;2024-06-05;Warning;61.8;36.3;UHF;mV;440.313;Warning;50.0;200.0;500.0;UHF T-Top;T;Top;Partial Discharge;3;1025
TR-Melati-216;TR-Melati-216;;Urgent;be3c05f5-91e2-a929-2cb4-def0788d7995;2024-06-05;Warning;61.8;36.3;UHF;mV;499.334;Warning;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Partial Discharge;3;1025
TR-YDPK;TR-YDPK;;Urgent;60d8159f-0754-d8c3-f7a8-651c2b74ca7a;2023-05-23;Critical;70.35;32.56;UHF;mV;1186.133;Critical;50.0;200.0;500.0;UHF R-Top;R;Top;Partial Discharge;3;8472
TR-YDPK;TR-YDPK;;Urgent;60d8159f-0754-d8c3-f7a8-651c2b74ca7a;2023-05-23;Critical;70.35;32.56;UHF;mV;1121.77;Critical;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Partial Discharge;3;8472
TR-YDPK;TR-YDPK;;Urgent;60d8159f-0754-d8c3-f7a8-651c2b74ca7a;2023-05-23;Critical;70.35;32.56;UHF;mV;1522.178;Critical;50.0;200.0;500.0;UHF S-Top;S;Top;Partial Discharge;3;8472
TR-YDPK;TR-YDPK;;Urgent;60d8159f-0754-d8c3-f7a8-651c2b74ca7a;2023-05-23;Critical;70.35;32.56;UHF;mV;1515.66;Critical;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Partial Discharge;3;8472
TR-YDPK;TR-YDPK;;Urgent;60d8159f-0754-d8c3-f7a8-651c2b74ca7a;2023-05-23;Critical;70.35;32.56;UHF;mV;775.039;Critical;50.0;200.0;500.0;UHF T-Top;T;Top;Partial Discharge;3;8472
TR-YDPK;TR-YDPK;;Urgent;60d8159f-0754-d8c3-f7a8-651c2b74ca7a;2023-05-23;Critical;70.35;32.56;UHF;mV;784.185;Critical;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Partial Discharge;3;8472
TR-YDPK;TR-YDPK;;Urgent;353b4f00-bb03-40e9-a40a-7ab8fdeee0e0;2024-06-06;Critical;66.4;28.13;UHF;mV;827.212;Critical;50.0;200.0;500.0;UHF R-Top;R;Top;Partial Discharge;3;10529
TR-YDPK;TR-YDPK;;Urgent;353b4f00-bb03-40e9-a40a-7ab8fdeee0e0;2024-06-06;Critical;66.4;28.13;UHF;mV;903.452;Critical;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Partial Discharge;3;10529
TR-YDPK;TR-YDPK;;Urgent;353b4f00-bb03-40e9-a40a-7ab8fdeee0e0;2024-06-06;Critical;66.4;28.13;UHF;mV;1509.08;Critical;50.0;200.0;500.0;UHF S-Top;S;Top;Partial Discharge;3;10529
TR-YDPK;TR-YDPK;;Urgent;353b4f00-bb03-40e9-a40a-7ab8fdeee0e0;2024-06-06;Critical;66.4;28.13;UHF;mV;1356.926;Critical;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Partial Discharge;3;10529
TR-YDPK;TR-YDPK;;Urgent;353b4f00-bb03-40e9-a40a-7ab8fdeee0e0;2024-06-06;Critical;66.4;28.13;UHF;mV;1200.085;Critical;50.0;200.0;500.0;UHF T-Top;T;Top;Partial Discharge;3;10529
TR-YDPK;TR-YDPK;;Urgent;353b4f00-bb03-40e9-a40a-7ab8fdeee0e0;2024-06-06;Critical;66.4;28.13;UHF;mV;1101.298;Critical;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Partial Discharge;3;10529
TR-34;TR-34;;Urgent;cbc0b19a-6a23-082c-9da5-fc1db6d6713e;2023-05-03;Critical;47.18;29.24;UHF;mV;523.909;Critical;50.0;200.0;500.0;UHF R-Top;R;Top;Partial Discharge;3;1836
TR-34;TR-34;;Urgent;cbc0b19a-6a23-082c-9da5-fc1db6d6713e;2023-05-03;Critical;47.18;29.24;UHF;mV;526.44;Critical;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Partial Discharge;3;1836
TR-34;TR-34;;Urgent;cbc0b19a-6a23-082c-9da5-fc1db6d6713e;2023-05-03;Critical;47.18;29.24;UHF;mV;506.744;Critical;50.0;200.0;500.0;UHF S-Top;S;Top;Partial Discharge;3;1836
TR-34;TR-34;;Urgent;cbc0b19a-6a23-082c-9da5-fc1db6d6713e;2023-05-03;Critical;47.18;29.24;UHF;mV;487.02;Warning;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Partial Discharge;3;1836
TR-34;TR-34;;Urgent;cbc0b19a-6a23-082c-9da5-fc1db6d6713e;2023-05-03;Critical;47.18;29.24;UHF;mV;692.898;Critical;50.0;200.0;500.0;UHF T-Top;T;Top;Partial Discharge;3;1836
TR-34;TR-34;;Urgent;cbc0b19a-6a23-082c-9da5-fc1db6d6713e;2023-05-03;Critical;47.18;29.24;UHF;mV;742.132;Critical;50.0;200.0;500.0;UHF T-Bottom;T;Bottom;Partial Discharge;3;1836
TR-34;TR-34;;Urgent;db19cd90-9d31-725c-8dc6-7cf8bbd0681c;2024-06-06;Critical;45.8;36.89;UHF;mV;793.353;Critical;50.0;200.0;500.0;UHF R-Top;R;Top;Partial Discharge;3;5921
TR-34;TR-34;;Urgent;db19cd90-9d31-725c-8dc6-7cf8bbd0681c;2024-06-06;Critical;45.8;36.89;UHF;mV;758.02;Critical;50.0;200.0;500.0;UHF R-Bottom;R;Bottom;Partial Discharge;3;5921
TR-34;TR-34;;Urgent;db19cd90-9d31-725c-8dc6-7cf8bbd0681c;2024-06-06;Critical;45.8;36.89;UHF;mV;823.375;Critical;50.0;200.0;500.0;UHF S-Top;S;Top;Partial Discharge;3;5921
TR-34;TR-34;;Urgent;db19cd90-9d31-725c-8dc6-7cf8bbd0681c;2024-06-06;Critical;45.8;36.89;UHF;mV;774.417;Critical;50.0;200.0;500.0;UHF S-Bottom;S;Bottom;Partial Discharge;3;5921
