asset_id;asset_name;voltage_level;is_dga_applicable;jumlah_pengukuran
MTR-PLB-863A;HV Motor MTR-PLB-863A;33kV;0;13
MTR-PLB-88C;HV Motor MTR-PLB-88C;3.3kV;0;25
MTR-PLB-895C;HV Motor MTR-PLB-895C;6.6kV;0;14
MTR-PLB-90;HV Motor MTR-PLB-90;6.6kV;0;13
MTR-PLB-934;HV Motor MTR-PLB-934;3.3kV;0;7
MTR-PLB-96C;HV Motor MTR-PLB-96C;3.3kV;0;7
MTR-SS33-1007C;HV Motor MTR-SS33-1007C;33kV;0;5
MTR-SS33-1022B;HV Motor MTR-SS33-1022B;3.3kV;0;14
MTR-SS33-1049B;HV Motor MTR-SS33-1049B;33kV;0;14
MTR-SS33-1055;HV Motor MTR-SS33-1055;6.6kV;0;6
MTR-SS33-1101B;HV Motor MTR-SS33-1101B;6.6kV;0;14
MTR-SS33-1129;HV Motor MTR-SS33-1129;3.3kV;0;5
MTR-SS33-116B;HV Motor MTR-SS33-116B;11kV;0;7
MTR-SS33-132C;HV Motor MTR-SS33-132C;3.3kV;0;15
MTR-SS33-137B;HV Motor MTR-SS33-137B;3.3kV;0;13
MTR-SS33-15;HV Motor MTR-SS33-15;33kV;0;6
MTR-SS33-159;HV Motor MTR-SS33-159;33kV;0;6
MTR-SS33-175C;HV Motor MTR-SS33-175C;11kV;0;14
MTR-SS33-233C;HV Motor MTR-SS33-233C;11kV;0;7
MTR-SS33-234B;HV Motor MTR-SS33-234B;33kV;0;6
MTR-SS33-243B;HV Motor MTR-SS33-243B;3.3kV;0;7
MTR-SS33-251;HV Motor MTR-SS33-251;33kV;0;13
MTR-SS33-277A;HV Motor MTR-SS33-277A;11kV;0;7
MTR-SS33-290;HV Motor MTR-SS33-290;11kV;0;7
MTR-SS33-2C;HV Motor MTR-SS33-2C;11kV;0;13
MTR-SS33-318B;HV Motor MTR-SS33-318B;3.3kV;0;6
MTR-SS33-388A;HV Motor MTR-SS33-388A;6.6kV;0;6
MTR-SS33-38C;HV Motor MTR-SS33-38C;33kV;0;26
MTR-SS33-395C;HV Motor MTR-SS33-395C;3.3kV;0;27
MTR-SS33-407;HV Motor MTR-SS33-407;3.3kV;0;14
MTR-SS33-410;HV Motor MTR-SS33-410;33kV;0;6
MTR-SS33-442C;HV Motor MTR-SS33-442C;3.3kV;0;26
MTR-SS33-449;HV Motor MTR-SS33-449;11kV;0;6
MTR-SS33-497A;HV Motor MTR-SS33-497A;3.3kV;0;26
MTR-SS33-49B;HV Motor MTR-SS33-49B;11kV;0;6
MTR-SS33-509A;HV Motor MTR-SS33-509A;6.6kV;0;6
MTR-SS33-511C;HV Motor MTR-SS33-511C;6.6kV;0;15
MTR-SS33-54C;HV Motor MTR-SS33-54C;6.6kV;0;7
MTR-SS33-592A;HV Motor MTR-SS33-592A;3.3kV;0;3
MTR-SS33-599B;HV Motor MTR-SS33-599B;3.3kV;0;13
MTR-SS33-603B;HV Motor MTR-SS33-603B;33kV;0;7
MTR-SS33-605C;HV Motor MTR-SS33-605C;11kV;0;15
MTR-SS33-622A;HV Motor MTR-SS33-622A;33kV;0;27
MTR-SS33-640B;HV Motor MTR-SS33-640B;33kV;0;7
MTR-SS33-675C;HV Motor MTR-SS33-675C;33kV;0;6
MTR-SS33-682;HV Motor MTR-SS33-682;6.6kV;0;13
MTR-SS33-693;HV Motor MTR-SS33-693;33kV;0;26
MTR-SS33-73B;HV Motor MTR-SS33-73B;11kV;0;5
MTR-SS33-741C;HV Motor MTR-SS33-741C;11kV;0;2
MTR-SS33-747A;HV Motor MTR-SS33-747A;11kV;0;7
MTR-SS33-784B;HV Motor MTR-SS33-784B;11kV;0;7
MTR-SS33-788A;HV Motor MTR-SS33-788A;3.3kV;0;7
MTR-SS33-809;HV Motor MTR-SS33-809;33kV;0;5
MTR-SS33-848A;HV Motor MTR-SS33-848A;3.3kV;0;5
MTR-SS33-889B;HV Motor MTR-SS33-889B;11kV;0;6
MTR-SS33-911A;HV Motor MTR-SS33-911A;11kV;0;13
MTR-SS33-95;HV Motor MTR-SS33-95;6.6kV;0;14
MTR-SS33-950C;HV Motor MTR-SS33-950C;33kV;0;13
MTR-SS33-952B;HV Motor MTR-SS33-952B;6.6kV;0;14
MTR-SS33-959;HV Motor MTR-SS33-959;11kV;0;6
MTR-SS33-963C;HV Motor MTR-SS33-963C;33kV;0;7
MTR-SS33-977B;HV Motor MTR-SS33-977B;6.6kV;0;14
MTR-SS33-982;HV Motor MTR-SS33-982;6.6kV;0;14
MTR-SS33-994C;HV Motor MTR-SS33-994C;33kV;0;7
MTR-UR1-1054A;HV Motor MTR-UR1-1054A;11kV;0;14
MTR-UR1-1078C;HV Motor MTR-UR1-1078C;11kV;0;4
MTR-UR1-1123C;HV Motor MTR-UR1-1123C;6.6kV;0;7
MTR-UR1-1130B;HV Motor MTR-UR1-1130B;33kV;0;6
MTR-UR1-1139A;HV Motor MTR-UR1-1139A;6.6kV;0;7
MTR-UR1-1171B;HV Motor MTR-UR1-1171B;6.6kV;0;14
MTR-UR1-1181A;HV Motor MTR-UR1-1181A;6.6kV;0;2
MTR-UR1-1184A;HV Motor MTR-UR1-1184A;3.3kV;0;13
MTR-UR1-1191B;HV Motor MTR-UR1-1191B;33kV;0;14
MTR-UR1-161C;HV Motor MTR-UR1-161C;3.3kV;0;6
MTR-UR1-165A;HV Motor MTR-UR1-165A;6.6kV;0;7
MTR-UR1-167;HV Motor MTR-UR1-167;3.3kV;0;14
MTR-UR1-171B;HV Motor MTR-UR1-171B;6.6kV;0;7
MTR-UR1-174B;HV Motor MTR-UR1-174B;11kV;0;27
MTR-UR1-176C;HV Motor MTR-UR1-176C;6.6kV;0;6
MTR-UR1-183A;HV Motor MTR-UR1-183A;11kV;0;14
MTR-UR1-193B;HV Motor MTR-UR1-193B;3.3kV;0;27
MTR-UR1-197B;HV Motor MTR-UR1-197B;33kV;0;7
MTR-UR1-217C;HV Motor MTR-UR1-217C;3.3kV;0;6
MTR-UR1-237A;HV Motor MTR-UR1-237A;3.3kV;0;26
MTR-UR1-239C;HV Motor MTR-UR1-239C;11kV;0;7
MTR-UR1-250;HV Motor MTR-UR1-250;6.6kV;0;6
MTR-UR1-256B;HV Motor MTR-UR1-256B;11kV;0;13
MTR-UR1-266;HV Motor MTR-UR1-266;11kV;0;11
MTR-UR1-286B;HV Motor MTR-UR1-286B;33kV;0;6
MTR-UR1-301;HV Motor MTR-UR1-301;33kV;0;13
MTR-UR1-30C;HV Motor MTR-UR1-30C;6.6kV;0;7
MTR-UR1-327;HV Motor MTR-UR1-327;11kV;0;7
MTR-UR1-35A;HV Motor MTR-UR1-35A;11kV;0;27
MTR-UR1-373A;HV Motor MTR-UR1-373A;6.6kV;0;13
MTR-UR1-379C;HV Motor MTR-UR1-379C;6.6kV;0;7
MTR-UR1-401C;HV Motor MTR-UR1-401C;6.6kV;0;13
MTR-UR1-420B;HV Motor MTR-UR1-420B;3.3kV;0;7
MTR-UR1-439B;HV Motor MTR-UR1-439B;6.6kV;0;6
MTR-UR1-50A;HV Motor MTR-UR1-50A;6.6kV;0;13
MTR-UR1-515A;HV Motor MTR-UR1-515A;6.6kV;0;2
MTR-UR1-518B;HV Motor MTR-UR1-518B;3.3kV;0;14
MTR-UR1-524A;HV Motor MTR-UR1-524A;11kV;0;27
MTR-UR1-52B;HV Motor MTR-UR1-52B;6.6kV;0;3
MTR-UR1-531;HV Motor MTR-UR1-531;6.6kV;0;15
MTR-UR1-587B;HV Motor MTR-UR1-587B;33kV;0;14
MTR-UR1-604B;HV Motor MTR-UR1-604B;6.6kV;0;13
MTR-UR1-634;HV Motor MTR-UR1-634;33kV;0;7
MTR-UR1-63B;HV Motor MTR-UR1-63B;33kV;0;14
MTR-UR1-64B;HV Motor MTR-UR1-64B;11kV;0;27
MTR-UR1-665A;HV Motor MTR-UR1-665A;33kV;0;27
MTR-UR1-680B;HV Motor MTR-UR1-680B;6.6kV;0;7
MTR-UR1-691A;HV Motor MTR-UR1-691A;11kV;0;7
MTR-UR1-705B;HV Motor MTR-UR1-705B;3.3kV;0;3
MTR-UR1-727C;HV Motor MTR-UR1-727C;6.6kV;0;6
MTR-UR1-763;HV Motor MTR-UR1-763;33kV;0;7
MTR-UR1-777;HV Motor MTR-UR1-777;6.6kV;0;13
MTR-UR1-820A;HV Motor MTR-UR1-820A;33kV;0;6
MTR-UR1-82B;HV Motor MTR-UR1-82B;6.6kV;0;7
MTR-UR1-855C;HV Motor MTR-UR1-855C;3.3kV;0;6
MTR-UR1-856B;HV Motor MTR-UR1-856B;6.6kV;0;14
MTR-UR1-865B;HV Motor MTR-UR1-865B;3.3kV;0;13
MTR-UR1-902;HV Motor MTR-UR1-902;33kV;0;13
MTR-UR1-927C;HV Motor MTR-UR1-927C;11kV;0;6
MTR-UR1-942;HV Motor MTR-UR1-942;11kV;0;13
MTR-UR1-975B;HV Motor MTR-UR1-975B;11kV;0;13
MTR-UR1-996B;HV Motor MTR-UR1-996B;3.3kV;0;7
MTR-UR2-1004A;HV Motor MTR-UR2-1004A;3.3kV;0;6
MTR-UR2-1005;HV Motor MTR-UR2-1005;3.3kV;0;8
MTR-UR2-1012A;HV Motor MTR-UR2-1012A;33kV;0;28
MTR-UR2-1014A;HV Motor MTR-UR2-1014A;11kV;0;6
MTR-UR2-1076C;HV Motor MTR-UR2-1076C;6.6kV;0;25
MTR-UR2-1111;HV Motor MTR-UR2-1111;33kV;0;27
MTR-UR2-1132A;HV Motor MTR-UR2-1132A;11kV;0;13
MTR-UR2-1141C;HV Motor MTR-UR2-1141C;33kV;0;6
MTR-UR2-1147B;HV Motor MTR-UR2-1147B;3.3kV;0;14
MTR-UR2-1149B;HV Motor MTR-UR2-1149B;11kV;0;7
MTR-UR2-1155B;HV Motor MTR-UR2-1155B;11kV;0;13
MTR-UR2-1167A;HV Motor MTR-UR2-1167A;3.3kV;0;6
MTR-UR2-117;HV Motor MTR-UR2-117;11kV;0;6
MTR-UR2-156B;HV Motor MTR-UR2-156B;33kV;0;5
MTR-UR2-185A;HV Motor MTR-UR2-185A;3.3kV;0;13
MTR-UR2-203C;HV Motor MTR-UR2-203C;11kV;0;6
MTR-UR2-208C;HV Motor MTR-UR2-208C;33kV;0;27
MTR-UR2-24;HV Motor MTR-UR2-24;11kV;0;13
MTR-UR2-241;HV Motor MTR-UR2-241;33kV;0;3
MTR-UR2-244;HV Motor MTR-UR2-244;6.6kV;0;6
MTR-UR2-247B;HV Motor MTR-UR2-247B;3.3kV;0;4
MTR-UR2-283;HV Motor MTR-UR2-283;6.6kV;0;14
MTR-UR2-298B;HV Motor MTR-UR2-298B;3.3kV;0;6
MTR-UR2-311A;HV Motor MTR-UR2-311A;3.3kV;0;13
MTR-UR2-331;HV Motor MTR-UR2-331;11kV;0;13
MTR-UR2-343C;HV Motor MTR-UR2-343C;33kV;0;4
MTR-UR2-409A;HV Motor MTR-UR2-409A;33kV;0;13
MTR-UR2-40B;HV Motor MTR-UR2-40B;33kV;0;27
MTR-UR2-434B;HV Motor MTR-UR2-434B;33kV;0;7
MTR-UR2-46;HV Motor MTR-UR2-46;33kV;0;6
MTR-UR2-463B;HV Motor MTR-UR2-463B;11kV;0;7
MTR-UR2-48;HV Motor MTR-UR2-48;3.3kV;0;6
MTR-UR2-481C;HV Motor MTR-UR2-481C;33kV;0;14
MTR-UR2-487A;HV Motor MTR-UR2-487A;3.3kV;0;6
MTR-UR2-505C;HV Motor MTR-UR2-505C;11kV;0;13
MTR-UR2-508C;HV Motor MTR-UR2-508C;11kV;0;6
MTR-UR2-523;HV Motor MTR-UR2-523;33kV;0;6
MTR-UR2-538B;HV Motor MTR-UR2-538B;3.3kV;0;7
MTR-UR2-542B;HV Motor MTR-UR2-542B;33kV;0;7
MTR-UR2-552;HV Motor MTR-UR2-552;3.3kV;0;14
MTR-UR2-555C;HV Motor MTR-UR2-555C;33kV;0;7
MTR-UR2-561B;HV Motor MTR-UR2-561B;6.6kV;0;7
MTR-UR2-568C;HV Motor MTR-UR2-568C;3.3kV;0;13
MTR-UR2-642;HV Motor MTR-UR2-642;6.6kV;0;26
MTR-UR2-683B;HV Motor MTR-UR2-683B;33kV;0;6
MTR-UR2-792;HV Motor MTR-UR2-792;33kV;0;7
MTR-UR2-79C;HV Motor MTR-UR2-79C;6.6kV;0;7
MTR-UR2-833C;HV Motor MTR-UR2-833C;6.6kV;0;13
MTR-UR2-906C;HV Motor MTR-UR2-906C;6.6kV;0;12
MTR-UR2-915B;HV Motor MTR-UR2-915B;3.3kV;0;27
MTR-UTIL-1006;HV Motor MTR-UTIL-1006;3.3kV;0;11
MTR-UTIL-1015C;HV Motor MTR-UTIL-1015C;6.6kV;0;14
MTR-UTIL-1016B;HV Motor MTR-UTIL-1016B;11kV;0;7
MTR-UTIL-1038C;HV Motor MTR-UTIL-1038C;33kV;0;6
MTR-UTIL-1059;HV Motor MTR-UTIL-1059;11kV;0;7
MTR-UTIL-106B;HV Motor MTR-UTIL-106B;6.6kV;0;14
MTR-UTIL-1074C;HV Motor MTR-UTIL-1074C;6.6kV;0;26
MTR-UTIL-1075B;HV Motor MTR-UTIL-1075B;33kV;0;26
MTR-UTIL-1128A;HV Motor MTR-UTIL-1128A;11kV;0;6
MTR-UTIL-1136C;HV Motor MTR-UTIL-1136C;3.3kV;0;6
MTR-UTIL-1146C;HV Motor MTR-UTIL-1146C;11kV;0;14
MTR-UTIL-1187;HV Motor MTR-UTIL-1187;33kV;0;7
MTR-UTIL-1194C;HV Motor MTR-UTIL-1194C;6.6kV;0;26
MTR-UTIL-12B;HV Motor MTR-UTIL-12B;11kV;0;6
MTR-UTIL-148A;HV Motor MTR-UTIL-148A;33kV;0;27
MTR-UTIL-1A;HV Motor MTR-UTIL-1A;33kV;0;6
MTR-UTIL-204A;HV Motor MTR-UTIL-204A;6.6kV;0;24
MTR-UTIL-214B;HV Motor MTR-UTIL-214B;6.6kV;0;7
MTR-UTIL-252;HV Motor MTR-UTIL-252;11kV;0;7
MTR-UTIL-255C;HV Motor MTR-UTIL-255C;3.3kV;0;13
MTR-UTIL-26;HV Motor MTR-UTIL-26;3.3kV;0;6
MTR-UTIL-268;HV Motor MTR-UTIL-268;6.6kV;0;7
MTR-UTIL-287A;HV Motor MTR-UTIL-287A;11kV;0;6
MTR-UTIL-305C;HV Motor MTR-UTIL-305C;11kV;0;7
MTR-UTIL-310C;HV Motor MTR-UTIL-310C;11kV;0;2
MTR-UTIL-329C;HV Motor MTR-UTIL-329C;11kV;0;7
MTR-UTIL-364B;HV Motor MTR-UTIL-364B;11kV;0;27
MTR-UTIL-393C;HV Motor MTR-UTIL-393C;11kV;0;6
MTR-UTIL-406;HV Motor MTR-UTIL-406;6.6kV;0;13
MTR-UTIL-408B;HV Motor MTR-UTIL-408B;11kV;0;6
MTR-UTIL-412B;HV Motor MTR-UTIL-412B;11kV;0;27
MTR-UTIL-428A;HV Motor MTR-UTIL-428A;3.3kV;0;12
MTR-UTIL-431B;HV Motor MTR-UTIL-431B;11kV;0;7
MTR-UTIL-465C;HV Motor MTR-UTIL-465C;6.6kV;0;14
MTR-UTIL-471B;HV Motor MTR-UTIL-471B;11kV;0;28
MTR-UTIL-480C;HV Motor MTR-UTIL-480C;11kV;0;6
MTR-UTIL-484B;HV Motor MTR-UTIL-484B;6.6kV;0;13
MTR-UTIL-489B;HV Motor MTR-UTIL-489B;11kV;0;12
MTR-UTIL-506A;HV Motor MTR-UTIL-506A;11kV;0;3
MTR-UTIL-55A;HV Motor MTR-UTIL-55A;3.3kV;0;12
MTR-UTIL-564A;HV Motor MTR-UTIL-564A;3.3kV;0;7
MTR-UTIL-58;HV Motor MTR-UTIL-58;33kV;0;27
MTR-UTIL-582B;HV Motor MTR-UTIL-582B;3.3kV;0;15
MTR-UTIL-617C;HV Motor MTR-UTIL-617C;3.3kV;0;13
MTR-UTIL-632;HV Motor MTR-UTIL-632;3.3kV;0;13
MTR-UTIL-636B;HV Motor MTR-UTIL-636B;33kV;0;14
MTR-UTIL-657;HV Motor MTR-UTIL-657;33kV;0;26
MTR-UTIL-669C;HV Motor MTR-UTIL-669C;33kV;0;6
MTR-UTIL-715A;HV Motor MTR-UTIL-715A;6.6kV;0;7
MTR-UTIL-721B;HV Motor MTR-UTIL-721B;33kV;0;7
MTR-UTIL-764;HV Motor MTR-UTIL-764;33kV;0;3
MTR-UTIL-768;HV Motor MTR-UTIL-768;33kV;0;25
MTR-UTIL-771A;HV Motor MTR-UTIL-771A;33kV;0;15
MTR-UTIL-774;HV Motor MTR-UTIL-774;6.6kV;0;14
MTR-UTIL-799B;HV Motor MTR-UTIL-799B;3.3kV;0;15
MTR-UTIL-819;HV Motor MTR-UTIL-819;6.6kV;0;7
MTR-UTIL-850B;HV Motor MTR-UTIL-850B;3.3kV;0;13
MTR-UTIL-880;HV Motor MTR-UTIL-880;33kV;0;3
MTR-UTIL-882C;HV Motor MTR-UTIL-882C;33kV;0;12
MTR-UTIL-919A;HV Motor MTR-UTIL-919A;33kV;0;7
MTR-UTIL-922B;HV Motor MTR-UTIL-922B;3.3kV;0;27
MTR-UTIL-92B;HV Motor MTR-UTIL-92B;11kV;0;5
MTR-UTIL-93C;HV Motor MTR-UTIL-93C;33kV;0;7
MTR-UTIL-947C;HV Motor MTR-UTIL-947C;11kV;0;14
MTR-UTIL-964;HV Motor MTR-UTIL-964;6.6kV;0;12
MTR-UTIL-968B;HV Motor MTR-UTIL-968B;11kV;0;25
MTR-UTIL-971;HV Motor MTR-UTIL-971;33kV;0;7
MTR-UTIL-985C;HV Motor MTR-UTIL-985C;6.6kV;0;26
MTR-UTIL-98A;HV Motor MTR-UTIL-98A;6.6kV;0;7
MTR-UTIL-997C;HV Motor MTR-UTIL-997C;6.6kV;0;27
MTR-UTIL-998A;HV Motor MTR-UTIL-998A;11kV;0;6
QA-092;QA TESREQ;6.6kV;1;1
QA-REG-AST-01;QA Regression Asset;6.6kV;0;1
SWG-AMM-1063C;MV Switchgear SWG-AMM-1063C;3.3kV;0;7
SWG-AMM-1099C;MV Switchgear SWG-AMM-1099C;6.6kV;0;13
SWG-AMM-1137A;MV Switchgear SWG-AMM-1137A;3.3kV;0;27
SWG-AMM-1161;MV Switchgear SWG-AMM-1161;3.3kV;0;13
SWG-AMM-145;MV Switchgear SWG-AMM-145;11kV;0;6
SWG-AMM-190C;MV Switchgear SWG-AMM-190C;6.6kV;0;27
SWG-AMM-198B;MV Switchgear SWG-AMM-198B;3.3kV;0;14
SWG-AMM-210B;MV Switchgear SWG-AMM-210B;3.3kV;0;6
SWG-AMM-342C;MV Switchgear SWG-AMM-342C;11kV;0;7
SWG-AMM-490B;MV Switchgear SWG-AMM-490B;11kV;0;6
SWG-AMM-566B;MV Switchgear SWG-AMM-566B;6.6kV;0;6
SWG-AMM-613B;MV Switchgear SWG-AMM-613B;6.6kV;0;15
SWG-AMM-630;MV Switchgear SWG-AMM-630;6.6kV;0;26
SWG-AMM-751A;MV Switchgear SWG-AMM-751A;33kV;0;13
SWG-AMM-793C;MV Switchgear SWG-AMM-793C;33kV;0;7
SWG-AMM-807B;MV Switchgear SWG-AMM-807B;11kV;0;6
SWG-AMM-912C;MV Switchgear SWG-AMM-912C;11kV;0;27
SWG-AMM-933B;MV Switchgear SWG-AMM-933B;33kV;0;2
SWG-PLB-1126B;MV Switchgear SWG-PLB-1126B;6.6kV;0;6
SWG-PLB-1162C;MV Switchgear SWG-PLB-1162C;3.3kV;0;7
SWG-PLB-169;MV Switchgear SWG-PLB-169;33kV;0;7
SWG-PLB-173C;MV Switchgear SWG-PLB-173C;6.6kV;0;6
SWG-PLB-177C;MV Switchgear SWG-PLB-177C;33kV;0;26
SWG-PLB-225B;MV Switchgear SWG-PLB-225B;6.6kV;0;13
SWG-PLB-25B;MV Switchgear SWG-PLB-25B;33kV;0;13
SWG-PLB-299B;MV Switchgear SWG-PLB-299B;11kV;0;14
SWG-PLB-326;MV Switchgear SWG-PLB-326;6.6kV;0;7
SWG-PLB-360A;MV Switchgear SWG-PLB-360A;3.3kV;0;7
SWG-PLB-4;MV Switchgear SWG-PLB-4;11kV;0;5
SWG-PLB-437A;MV Switchgear SWG-PLB-437A;6.6kV;0;27
SWG-PLB-453C;MV Switchgear SWG-PLB-453C;3.3kV;0;3
SWG-PLB-586B;MV Switchgear SWG-PLB-586B;3.3kV;0;2
SWG-PLB-66;MV Switchgear SWG-PLB-66;6.6kV;0;6
SWG-PLB-706A;MV Switchgear SWG-PLB-706A;3.3kV;0;14
SWG-PLB-745;MV Switchgear SWG-PLB-745;33kV;0;6
SWG-PLB-843B;MV Switchgear SWG-PLB-843B;6.6kV;0;7
SWG-PLB-853B;MV Switchgear SWG-PLB-853B;3.3kV;0;14
SWG-PLB-871;MV Switchgear SWG-PLB-871;6.6kV;0;13
SWG-PLB-965A;MV Switchgear SWG-PLB-965A;6.6kV;0;12
SWG-SS33-1010A;MV Switchgear SWG-SS33-1010A;3.3kV;0;27
SWG-SS33-1090A;MV Switchgear SWG-SS33-1090A;6.6kV;0;14
SWG-SS33-1100B;MV Switchgear SWG-SS33-1100B;33kV;0;27
SWG-SS33-1150A;MV Switchgear SWG-SS33-1150A;11kV;0;6
SWG-SS33-122A;MV Switchgear SWG-SS33-122A;33kV;0;7
SWG-SS33-133;MV Switchgear SWG-SS33-133;6.6kV;0;27
SWG-SS33-146;MV Switchgear SWG-SS33-146;33kV;0;27
SWG-SS33-170;MV Switchgear SWG-SS33-170;33kV;0;7
SWG-SS33-27A;MV Switchgear SWG-SS33-27A;3.3kV;0;6
SWG-SS33-398C;MV Switchgear SWG-SS33-398C;6.6kV;0;13
SWG-SS33-423;MV Switchgear SWG-SS33-423;6.6kV;0;13
SWG-SS33-42C;MV Switchgear SWG-SS33-42C;33kV;0;27
SWG-SS33-483A;MV Switchgear SWG-SS33-483A;11kV;0;6
SWG-SS33-607C;MV Switchgear SWG-SS33-607C;3.3kV;0;13
SWG-SS33-641;MV Switchgear SWG-SS33-641;6.6kV;0;28
SWG-SS33-643;MV Switchgear SWG-SS33-643;33kV;0;26
SWG-SS33-700B;MV Switchgear SWG-SS33-700B;11kV;0;7
SWG-SS33-821;MV Switchgear SWG-SS33-821;3.3kV;0;26
SWG-SS33-829B;MV Switchgear SWG-SS33-829B;11kV;0;6
SWG-SS33-876;MV Switchgear SWG-SS33-876;6.6kV;0;7
SWG-SS33-885C;MV Switchgear SWG-SS33-885C;6.6kV;0;14
SWG-SS33-931B;MV Switchgear SWG-SS33-931B;33kV;0;14
SWG-SS33-943;MV Switchgear SWG-SS33-943;6.6kV;0;13
SWG-UR1-1056A;MV Switchgear SWG-UR1-1056A;11kV;0;6
SWG-UR1-1121A;MV Switchgear SWG-UR1-1121A;33kV;0;26
SWG-UR1-1143;MV Switchgear SWG-UR1-1143;6.6kV;0;7
SWG-UR1-1173A;MV Switchgear SWG-UR1-1173A;6.6kV;0;14
SWG-UR1-1177A;MV Switchgear SWG-UR1-1177A;33kV;0;13
SWG-UR1-1195;MV Switchgear SWG-UR1-1195;3.3kV;0;15
SWG-UR1-131;MV Switchgear SWG-UR1-131;33kV;0;7
SWG-UR1-253;MV Switchgear SWG-UR1-253;3.3kV;0;26
SWG-UR1-259C;MV Switchgear SWG-UR1-259C;11kV;0;7
SWG-UR1-262;MV Switchgear SWG-UR1-262;33kV;0;27
SWG-UR1-280B;MV Switchgear SWG-UR1-280B;33kV;0;24
SWG-UR1-293B;MV Switchgear SWG-UR1-293B;3.3kV;0;13
SWG-UR1-473;MV Switchgear SWG-UR1-473;3.3kV;0;7
SWG-UR1-569C;MV Switchgear SWG-UR1-569C;3.3kV;0;15
SWG-UR1-59A;MV Switchgear SWG-UR1-59A;6.6kV;0;11
SWG-UR1-601C;MV Switchgear SWG-UR1-601C;3.3kV;0;5
SWG-UR1-615A;MV Switchgear SWG-UR1-615A;11kV;0;6
SWG-UR1-723;MV Switchgear SWG-UR1-723;3.3kV;0;14
SWG-UR1-744B;MV Switchgear SWG-UR1-744B;33kV;0;7
SWG-UR1-781C;MV Switchgear SWG-UR1-781C;11kV;0;6
SWG-UR1-824;MV Switchgear SWG-UR1-824;3.3kV;0;3
SWG-UR1-830A;MV Switchgear SWG-UR1-830A;33kV;0;13
SWG-UR1-868B;MV Switchgear SWG-UR1-868B;6.6kV;0;14
SWG-UR1-935A;MV Switchgear SWG-UR1-935A;6.6kV;0;14
SWG-UR1-953;MV Switchgear SWG-UR1-953;11kV;0;13
SWG-UR2-1023A;MV Switchgear SWG-UR2-1023A;6.6kV;0;6
SWG-UR2-1033A;MV Switchgear SWG-UR2-1033A;6.6kV;0;15
SWG-UR2-1068B;MV Switchgear SWG-UR2-1068B;11kV;0;2
SWG-UR2-1071B;MV Switchgear SWG-UR2-1071B;11kV;0;6
SWG-UR2-1083A;MV Switchgear SWG-UR2-1083A;11kV;0;7
SWG-UR2-1186;MV Switchgear SWG-UR2-1186;6.6kV;0;28
SWG-UR2-153C;MV Switchgear SWG-UR2-153C;11kV;0;7
SWG-UR2-178A;MV Switchgear SWG-UR2-178A;33kV;0;7
SWG-UR2-17A;MV Switchgear SWG-UR2-17A;6.6kV;0;6
SWG-UR2-213A;MV Switchgear SWG-UR2-213A;6.6kV;0;14
SWG-UR2-261C;MV Switchgear SWG-UR2-261C;6.6kV;0;7
SWG-UR2-278C;MV Switchgear SWG-UR2-278C;11kV;0;13
SWG-UR2-285C;MV Switchgear SWG-UR2-285C;3.3kV;0;6
SWG-UR2-399B;MV Switchgear SWG-UR2-399B;3.3kV;0;7
SWG-UR2-436;MV Switchgear SWG-UR2-436;6.6kV;0;7
SWG-UR2-47;MV Switchgear SWG-UR2-47;33kV;0;26
SWG-UR2-507B;MV Switchgear SWG-UR2-507B;3.3kV;0;14
SWG-UR2-512A;MV Switchgear SWG-UR2-512A;11kV;0;3
SWG-UR2-573B;MV Switchgear SWG-UR2-573B;11kV;0;23
SWG-UR2-581;MV Switchgear SWG-UR2-581;3.3kV;0;13
SWG-UR2-749A;MV Switchgear SWG-UR2-749A;33kV;0;5
SWG-UR2-753B;MV Switchgear SWG-UR2-753B;11kV;0;7
SWG-UR2-779B;MV Switchgear SWG-UR2-779B;6.6kV;0;14
SWG-UR2-795A;MV Switchgear SWG-UR2-795A;33kV;0;14
SWG-UR2-858;MV Switchgear SWG-UR2-858;6.6kV;0;6
SWG-UR2-886;MV Switchgear SWG-UR2-886;33kV;0;6
SWG-UR2-897A;MV Switchgear SWG-UR2-897A;3.3kV;0;7
SWG-UR2-941B;MV Switchgear SWG-UR2-941B;6.6kV;0;13
SWG-UTIL-1192C;MV Switchgear SWG-UTIL-1192C;11kV;0;28
SWG-UTIL-229C;MV Switchgear SWG-UTIL-229C;33kV;0;7
SWG-UTIL-265A;MV Switchgear SWG-UTIL-265A;33kV;0;7
SWG-UTIL-275B;MV Switchgear SWG-UTIL-275B;33kV;0;3
SWG-UTIL-44B;MV Switchgear SWG-UTIL-44B;3.3kV;0;6
SWG-UTIL-527C;MV Switchgear SWG-UTIL-527C;6.6kV;0;13
SWG-UTIL-541B;MV Switchgear SWG-UTIL-541B;11kV;0;6
SWG-UTIL-556A;MV Switchgear SWG-UTIL-556A;3.3kV;0;6
SWG-UTIL-652B;MV Switchgear SWG-UTIL-652B;33kV;0;13
SWG-UTIL-662B;MV Switchgear SWG-UTIL-662B;33kV;0;5
SWG-UTIL-663A;MV Switchgear SWG-UTIL-663A;11kV;0;7
SWG-UTIL-696C;MV Switchgear SWG-UTIL-696C;33kV;0;6
SWG-UTIL-759B;MV Switchgear SWG-UTIL-759B;11kV;0;13
SWG-UTIL-861A;MV Switchgear SWG-UTIL-861A;33kV;0;13
